Surface,Substrate,Adsorbate,Substrate Mass,NN,mindistance,NN2,NN2min,Adsorbate mass,cos(alpha),sin(alpha),NN2cosa,NN2sina,Mr,Zfrequency,frequency_corrected,Energy,Surface_Energy,Eads,vibGibbs,vibEntropy,vibEnthalpy,Gvibxyz,GvibxyzCF,Xfreqeuncy,Yfrequency,HorC
110,Mo,CHH,95.94,3,2.612732115,1,4.506943045,14.02688,0.541534747,0.840678368,0.799922521,0.600103291,12.07253018,472.268747,509.0619039,-676.49377,-659.8486,-4.507525,0.484191035,0.000465903,0.623030123,,,0,0,435.5411891
110,Ni,CHH,58.6934,2,1.931162236,2,1.973743085,14.02688,0.209368252,0.977836865,0.780078555,0.625681587,6.701631477,450.659251,651.9864353,-317.30317,-301.45531,-3.710215,0.490220281,0.000323007,0.586476458,,,0,265.85779,235.603722
110,Pd,CHH,106.42,2,2.03616182,2,2.205649022,14.02688,0.73758157,0.675258045,0.105469334,0.994422556,12.5177562,463.460413,490.6027075,-312.21613,-296.80451,-3.273975,0.49670018,0.000295856,0.584865157,,,0,145.953362,667.6673554
110,Pt,CHH,195.08,2,2.050123789,2,2.19767739,14.02688,0.730457702,0.682957938,0.088393281,0.996085653,13.14413845,509.023538,525.8384553,-368.38611,-353.2625,-2.985965,0.412265294,0.000458205,0.548810294,,,0,356.047324,740.4251542
110,Rh,CHH,102.9055,2,2.069158104,2,2.081799885,14.02688,0.757785773,0.652503427,0.152480234,0.98830652,12.54057146,464.124619,490.8586887,-422.88948,-407.15308,-3.598755,0.482404036,0.000237122,0.553066494,,,0,0,701.706194
110,V,CHH,50.9415,3,2.027005634,1,3.381288798,14.02688,0.681540932,0.731779993,0.999999989,0.000146763,11.77229627,490.572277,535.4919556,-563.89213,-546.58636,-5.168125,0.53946515,0.000318461,0.634366527,,,0,0,610.2108105
110,W,CHH,183.85,3,2.617988765,1,4.525456224,14.02688,0.536064221,0.844177203,0.799162332,0.60111527,12.91376439,491.356808,512.0956531,-806.19324,-789.2681,-4.787495,0.474009219,0.000513436,0.627013182,,,0,0,444.7734447
111,Ag,CHH,107.868,3,2.172233666,3,4.299199134,14.02688,0.653647258,0.756799354,0.928112845,0.372299003,12.7724677,379.059465,397.2377191,-182.93988,-168.80985,-1.992385,0.538452358,0.000361845,0.646282022,,,0,593.461905,452.8578905
111,Al,CHH,26.98154,3,2.023611421,3,3.901950346,14.02688,0.587805721,0.809002123,0.917442105,0.397869305,9.482327288,457.008287,555.8366067,-240.81033,-225.00988,-3.662805,0.557707996,0.000301368,0.647515725,,,0,710.097988,465.2757014
111,Au,CHH,196.9665,3,2.079387795,3,4.224654954,14.02688,0.594120373,0.804376145,0.928696442,0.370840825,13.17048276,,,-225.88905,-211.42435,-2.327055,0.597283887,0.000250618,0.671967982,,,0,263.184372,0
111,Cu,CHH,63.546,3,1.977206512,3,3.784037835,14.02688,0.68261191,0.730781076,0.926890529,0.375331784,12.17284354,458.759638,492.4585957,-243.60018,-228.4102,-3.052335,0.536179075,0.000366174,0.645299021,,,0,301.608906,577.3967325
111,Ir,CHH,192.22,3,2.032862525,3,4.013953812,14.02688,0.709760255,0.704443313,0.928338158,0.371736821,13.39781121,563.729049,576.8116569,-558.71254,-542.65627,-3.918625,0.577758246,0.000249324,0.652056927,,,0,282.309642,784.8431133
111,Ni,CHH,58.6934,3,1.902876554,3,3.682129537,14.02688,0.683892105,0.729583161,0.925050874,0.379843231,12.04341098,499.230633,538.7744763,-340.61742,-324.5079,-3.971875,0.560232545,0.000270673,0.640893193,,,0,328.866992,628.0938246
111,Pd,CHH,106.42,3,2.004962294,3,3.996061268,14.02688,0.647627471,0.761957124,0.921529791,0.388307668,12.7340452,490.338542,514.6279607,-335.02668,-319.10613,-3.782905,0.55947631,0.000273261,0.640908088,,,0,316.316874,577.3437216
111,Pt,CHH,195.08,3,2.010089448,3,4.059550042,14.02688,0.669568631,0.742750192,0.926637942,0.37595495,13.33335317,557.384678,571.6969505,-399.07916,-383.1712,-3.770315,0.590357841,0.000234335,0.660189601,,,0,267.030598,699.5821352
111,Rh,CHH,102.9055,3,2.012043569,3,3.9629985,14.02688,0.689050673,0.724713164,0.925698846,0.378261347,12.83483921,515.061499,538.4487983,-454.87678,-438.77157,-3.967565,0.560659307,0.000262306,0.638826619,,,0,300.929807,669.3472082
100,Ag,CHHH,107.868,4,2.864911725,1,4.285541648,15.03482,0.715103001,0.699019097,0.999998576,0.001687734,14.11009328,190.610002,196.7568496,-184.11384,-165.15468,-0.821515,0.786613283,0.000633455,0.975382902,,,0,0,266.6260361
100,Al,CHHH,26.98154,2,1.110760956,2,2.255106754,15.03482,0.375909941,0.926656202,0.794008699,0.607906395,5.265832931,313.686041,530.0425949,-240.80391,-221.15238,-1.513885,0.817695737,0.000537945,0.978003201,,,0,0,241.5878806
100,Au,CHHH,196.9665,2,1.10308568,2,2.391096308,15.03482,0.33025521,0.943891676,0.800242705,0.599676257,11.29289238,286.124284,330.1423518,-225.71302,-206.45846,-1.116915,0.815748942,0.000608056,0.996949628,,,0,0,157.8708859
100,Cr,CHHH,51.996,4,2.266117943,1,3.012788246,15.03482,0.656123842,0.754653234,0.99997714,0.006761635,13.02162158,314.721853,338.1765436,-561.26273,-546.50606,,0.81715844,0.000397678,0.935666609,,,0,149.613789,373.4745072
100,Cu,CHHH,63.546,4,2.42693194,1,3.571443538,15.03482,0.6950622,0.718949608,0.999997908,0.00204572,13.45931302,242.350867,256.1428559,-242.82971,-223.2886,-1.403465,0.820276769,0.000514726,0.973665156,,,0,0,316.6742872
100,Ir,CHHH,192.22,2,1.119547298,2,2.246236546,15.03482,0.281296983,0.959620762,0.793897959,0.60805101,10.43217651,373.909231,448.8775034,-546.67162,-526.30636,-2.227615,0.88470212,0.000317138,0.979209285,,,0,0,181.9092045
100,Mo,CHHH,95.94,2,1.119213107,2,2.337965948,15.03482,0.32537142,0.945586294,0.790076622,0.613008101,8.887702319,360.452683,468.8162201,-651.09644,-630.21417,-2.744625,0.829134113,0.000447911,0.962611599,,,0,0,213.4345538
100,Ni,CHHH,58.6934,4,2.221211711,1,3.222627451,15.03482,0.631800603,0.775130955,0.999999997,7.89E-05,13.05834679,,,-333.61405,-317.50829,,0.761536976,0.000524133,0.917728662,,,0,0,0
100,Pd,CHHH,106.42,4,2.412768705,1,3.676326264,15.03482,0.646509666,0.762905794,0.999963435,0.008551482,13.90899487,207.089569,215.3076532,-332.67972,-313.27311,-1.268965,0.789631581,0.000528153,0.947021234,,,0,0,244.0722513
100,Pt,CHHH,195.08,2,1.118370424,2,2.228525893,15.03482,0.299171707,0.954199292,0.76981283,0.638269697,10.81675611,328.916582,387.7808572,-393.28571,-373.149,-1.999065,0.864693426,0.000370851,0.975207128,,,0,0,167.4897746
100,Rh,CHHH,102.9055,4,2.43386306,1,3.459638828,15.03482,0.628413976,0.777879088,0.99999679,0.002533672,13.83594611,,,-447.59212,-427.9503,-1.504175,0.763340743,0.000512564,0.916084718,,,0,0,0
100,V,CHHH,50.9415,4,2.32148349,1,3.218184371,15.03482,0.654811206,0.755792488,0.999974627,0.007123533,12.95281769,287.466778,309.7095887,-547.69997,-526.72592,-2.836405,0.815587123,0.000354519,0.921233925,,,0,218.999017,339.9351972
100,W,CHHH,183.85,2,1.120320435,2,2.321456713,15.03482,0.322503817,0.946568163,0.788262991,0.615338489,11.00753315,393.397644,459.7649609,-769.81653,-748.07192,-3.606965,0.851985639,0.000389251,0.967982427,,,0,0,214.1702451
110,Ag,CHHH,107.868,2,1.108073572,2,2.445911444,15.03482,0.350320099,0.936630038,0.748304606,0.663355272,9.721866114,246.739731,306.8409972,-172.55947,-153.48222,-0.939605,0.807373513,0.000559548,0.974118963,,,0,0,151.8050485
110,Al,CHHH,26.98154,2,1.11013181,2,2.26876321,15.03482,0.392159539,0.91989722,0.784657455,0.619929576,5.530507512,320.325817,528.1515586,-233.07202,-213.62586,-1.308515,0.818836136,0.000541842,0.980304983,,,0,0,251.4516039
110,Au,CHHH,196.9665,2,1.10714164,2,2.38580933,15.03482,0.332159737,0.943223149,0.747188372,0.66461232,11.30910715,270.564249,311.9646374,-212.75585,-193.5769,-1.041305,0.830084905,0.000523604,0.986118918,,,0,0,150.0216223
110,Cr,CHHH,51.996,3,2.16980459,1,3.65162495,15.03482,0.74910527,0.662450976,0.986719188,0.162435355,12.87581391,378.871526,409.4055615,-586.2822,-565.39807,,0.860136685,0.000289757,0.946484312,,,0,0,546.694273
110,Cu,CHHH,63.546,2,1.112573166,2,2.178356891,15.03482,0.33129779,0.943526245,0.724801481,0.688957774,7.53701705,296.386233,418.6078754,-229.15725,-209.59645,-1.423155,0.814414275,0.000506097,0.965231143,,,0,0,188.5661336
110,Fe,CHHH,55.847,3,1.151233562,1,2.101707493,15.03482,0.211493763,0.977379347,0.640675055,0.767812134,5.262539509,,,-483.03239,-490.29765,,0.789419095,0.000399836,0.908570266,,,0,0,0
110,Ir,CHHH,192.22,2,1.13214871,2,2.299507035,15.03482,0.294214086,0.955739542,0.648512266,0.761204204,10.56599228,299.023131,356.696425,-519.69928,-499.827,-1.734635,0.835088068,0.000398008,0.953694427,,,0,0,150.5413608
110,Mo,CHHH,95.94,3,2.327681705,1,3.980301506,15.03482,0.743769618,0.668436051,0.984965578,0.172750715,13.76367812,357.533888,373.6793289,-680.51939,-659.8486,-2.533145,0.858227387,0.000307159,0.949760896,,,0,0,529.8804541
110,Ni,CHHH,58.6934,2,1.124212096,2,2.060860881,15.03482,0.302197697,0.953245274,0.722678024,0.691184833,6.76321165,327.839809,488.8035093,-316.86242,-301.45531,,0.827199638,0.000412869,0.950234726,,,0,0,201.2173789
110,Pd,CHHH,106.42,2,1.117932689,2,2.243957274,15.03482,0.317340705,0.948311593,0.697560084,0.716526293,9.090657826,290.761947,373.9288977,-316.47823,-296.80451,-1.536075,0.817097235,0.000482394,0.960850682,,,0,0,166.8595171
110,Pt,CHHH,195.08,2,1.131214056,2,2.240494732,15.03482,0.298904262,0.954283104,0.647548582,0.762024169,10.73397223,293.109409,346.8954812,-373.03622,-353.2625,-1.636075,0.835320808,0.000402718,0.955330638,,,0,0,149.150832
110,Rh,CHHH,102.9055,2,1.129013307,2,2.264275102,15.03482,0.300444933,0.953799163,0.641643503,0.767003009,8.556929902,274.55266,363.9282634,-426.91616,-407.15308,-1.625435,0.82142032,0.000413434,0.944623731,,,0,0,152.7075231
110,V,CHHH,50.9415,3,1.129438409,1,2.273849552,15.03482,0.306011561,0.952027796,0.734744962,0.678343453,7.437298716,370.246955,526.4207498,-567.70156,-546.58636,-2.977555,0.855774227,0.00033249,0.954856388,,,0,0,218.4601202
110,W,CHHH,183.85,3,2.301208474,1,3.961885724,15.03482,0.742023677,0.670373674,0.984089143,0.177675428,14.33991898,363.301626,372.0001451,-810.146,-789.2681,-2.740255,0.856576136,0.000285773,0.94173654,,,0,0,550.1898121
111,Ag,CHHH,107.868,3,2.616077845,3,4.803652352,15.03482,0.770698918,0.637199481,0.936174167,0.351536527,13.98076994,226.905902,235.3040294,-187.91522,-168.80985,-0.967725,0.77980945,0.000680089,0.982476068,,,0,0,363.5574929
111,Al,CHHH,26.98154,3,2.51927989,3,4.533018116,15.03482,0.757927391,0.652338923,0.933877916,0.357592,11.47799328,228.282403,261.2694126,-244.22391,-225.00988,-1.076385,0.80438088,0.00054605,0.967103719,,,172.46908,0,315.2919161
111,Au,CHHH,196.9665,3,2.701502963,3,4.928444159,15.03482,0.78209793,0.62315554,0.938722562,0.344673689,14.45553554,159.528635,162.6936763,-230.28657,-211.42435,-0.724575,0.836264179,0.000515756,0.989959453,,,0,0,271.724111
111,Cu,CHHH,63.546,3,2.274892264,3,4.151979731,15.03482,0.77262556,0.634861988,0.936246603,0.351343562,13.33822264,296.313891,314.5952397,-248.2159,-228.4102,-1.668055,0.820006279,0.000538154,0.980376257,,,0,0,460.0282265
111,Ir,CHHH,192.22,3,2.342423275,3,4.239756523,15.03482,0.732124674,0.681170655,0.929088836,0.369856641,14.36581387,297.08284,303.9215993,-562.48831,-542.65627,-1.694395,0.827088316,0.000390995,0.943604851,,,0,0,438.4380773
111,Ni,CHHH,58.6934,3,2.107501585,3,3.86298762,15.03482,0.728920229,0.684598641,0.92937311,0.369141737,13.02543407,344.408255,370.0211652,-340.88106,-324.5079,,0.834599909,0.000364961,0.943358391,,,0,0,478.3291479
111,Pd,CHHH,106.42,3,2.332815523,3,4.308786368,15.03482,0.71995799,0.694017645,0.928856177,0.370440552,13.82784241,297.399719,310.1076355,-338.99607,-319.10613,-1.752295,0.807765563,0.000497139,0.955913115,,,0,0,416.7663833
111,Pt,CHHH,195.08,3,2.409788741,3,4.388562149,15.03482,0.727316681,0.686302007,0.93047778,0.366348333,14.36630138,252.540973,258.3500081,-402.81174,-383.1712,-1.502895,0.809622751,0.000506444,0.960543205,,,0,0,368.0190591
111,Rh,CHHH,102.9055,3,2.287745041,3,4.182663277,15.03482,0.729805125,0.683655234,0.929081224,0.369875762,13.82216694,321.515895,335.3231196,-458.87128,-438.77157,-1.962065,0.829838462,0.000377821,0.942429052,,,0,0,461.298041
100,Ag,CH,107.868,4,2.229698471,1,3.093600581,13.01894,0.353012943,0.935618438,1,0,10.89469309,324.510389,354.7389838,-175.26018,-165.15468,-3.8771893,0.312360175,0.000182438,0.366726744,0.048907199,0.013266384,360.635476,360.502114,186.6560898
100,Al,CH,26.98154,2,1.958327598,2,2.056510448,13.01894,0.197576021,0.980287568,0.704399063,0.709804171,4.629763576,351.429178,589.3132727,-231.49517,-221.15238,-4.1144793,0.30986053,0.000180668,0.36369956,0.07379954,0.040231339,817.663592,255.728262,219.0049084
100,Au,CH,196.9665,2,1.979396407,2,3.722498994,13.01894,0.539822445,0.841778907,0.921966712,0.387269134,11.76540855,486.999875,512.2867889,-216.63984,-206.45846,-3.9530693,0.249923794,0.000440888,0.381308519,-0.014305172,0.078410647,611.509491,9.757204,445.7164505
100,Cr,CH,51.996,4,2.069767045,1,2.212069771,13.01894,0.395650468,0.918401169,1,0,10.04823953,490.296769,558.0869333,-563.76157,-546.50606,-11.0271993,0.27056741,0.000242707,0.342894167,0.077271331,0.062006746,449.112314,448.590482,329.7965258
100,Cu,CH,63.546,4,1.986083742,1,2.755313644,13.01894,0.414875161,0.909878344,1,0,10.38839783,406.673888,455.2603356,-234.941,-223.2886,-5.4240893,0.336635624,0.000138564,0.37792771,0.071968774,0.044914294,456.731294,456.906518,281.7924316
100,Ir,CH,192.22,2,1.927221532,2,3.579928756,13.01894,0.691554222,0.722324552,0.92463805,0.380847052,12.19086149,704.28777,727.8145964,-539.16309,-526.30636,-6.6284193,0.296236844,0.000336417,0.396489088,0.017361359,0.158859172,525.042553,23.516051,928.3511259
100,Mo,CH,95.94,2,2.011286585,2,3.461955347,13.01894,0.717459974,0.696599731,0.889463285,0.457006636,11.5752396,639.323218,678.0212335,-643.07033,-630.21417,-6.6278493,0.2976695,0.00024136,0.36959489,0.046603565,0.148868426,449.925384,107.246039,875.7733865
100,Ni,CH,58.6934,4,1.924257395,1,2.648158121,13.01894,0.420021248,0.907514271,1,0,10.27656931,434.356449,488.8887109,-330.57334,-317.50829,-6.8367393,0.340622059,0.000127,0.378468185,0.078204223,0.052391627,482.710614,483.34631,305.9831615
100,Pd,CH,106.42,4,2.072708995,1,2.858374966,13.01894,0.361565984,0.932346523,1,0,10.94918931,387.892358,422.9685281,-325.90691,-313.27311,-6.4054893,0.332763165,0.000143797,0.375614632,0.064837878,0.03025394,421.405811,421.716208,228.4117029
100,Pt,CH,195.08,2,1.896531574,2,3.601747208,13.01894,0.621519338,0.783398821,0.925934285,0.377684656,12.02607219,643.27542,669.3031462,-385.75132,-373.149,-6.3740093,0.329432886,0.000232635,0.39875816,0.050190805,0.127376646,632.2961,73.512656,714.4301013
100,Rh,CH,102.9055,4,2.09101826,1,2.862446853,13.01894,0.430159554,0.902752878,1,0,11.36447055,448.852595,480.4154319,-441.18633,-427.9503,-7.0077193,0.333435905,0.000145984,0.376938996,0.06406879,0.053571668,386.824697,387.121797,315.2914569
100,V,CH,50.9415,4,2.116136238,1,2.168437132,13.01894,0.291813884,0.956475121,1,0,8.35823479,483.74209,603.7322925,-541.31123,-526.72592,-8.3569993,0.247801748,0.000315192,0.341728875,0.078321553,0.050702787,458.594124,458.981279,258.6579136
100,W,CH,183.85,2,2.02386597,2,3.432870178,13.01894,0.71189192,0.702289039,0.883400745,0.468618314,12.21530939,668.437893,690.0755474,-761.89821,-748.07192,-7.5979793,0.309776871,0.000227372,0.37753383,0.051717993,0.156170344,473.472782,112.84257,926.842885
110,Ag,CH,107.868,2,2.223655995,2,2.229538375,13.01894,0.148534241,0.988907265,0.714711109,0.699419782,4.320036362,330.129702,573.0977606,-163.4122,-153.48222,-3.7016693,0.295252646,0.000216366,0.359729772,0.0615362,0.009902749,667.428196,251.734455,127.8677886
110,Al,CH,26.98154,2,2.046652847,2,2.070950044,13.01894,0.648625793,0.76110747,0.04436031,0.999015597,8.275069936,400.532306,502.3883123,-225.45314,-213.62586,-5.5989693,0.335152191,0.000143756,0.377991352,0.084190322,0.077921165,725.248687,381.260528,447.2511569
110,Au,CH,196.9665,2,1.994096275,2,3.327876345,13.01894,0.512524062,0.858672863,0.890832215,0.454332439,11.71813547,477.228826,503.0199664,-203.92283,-193.5769,-4.1176193,0.295387822,0.000286857,0.380871152,0.031257892,0.071924609,600.252886,60.808874,409.4667942
110,Cr,CH,51.996,3,1.940648496,1,3.243986598,13.01894,0.648308178,0.761378032,0.999999842,0.000563016,10.92269128,586.912252,640.7611306,-579.10167,-565.39807,-7.4752893,0.3306892,0.000159912,0.378343115,0.068878705,0.121115886,472.411467,260.268941,681.7930193
110,Cu,CH,63.546,2,1.961748761,2,2.028699293,13.01894,0.228128448,0.973631045,0.764918627,0.644126924,7.501867451,419.524272,552.6627732,-220.80048,-209.59645,-4.9757193,0.32085629,0.000173114,0.372444237,0.070936416,0.037182622,682.246331,257.6386,217.182525
110,Fe,CH,55.847,3,1.104029728,1,3.109001525,13.01894,0.999989386,0.004607309,0.999999775,0.000670477,12.08079565,498.863708,517.871432,-503.35589,-490.29765,-6.8299293,0.321625575,0.000184173,0.37650907,0.056780144,0.260221624,523.677026,184.991159,1857.679822
110,Ir,CH,192.22,2,2.06559477,2,2.118945675,13.01894,0.205095106,0.978742049,0.759295433,0.650746068,10.00163892,468.960198,535.0424148,-512.20688,-499.827,-6.1515693,0.320656514,0.000163883,0.369493712,0.075507505,0.025685375,634.426278,294.367493,180.4475898
110,Mo,CH,95.94,3,2.086064404,1,4.342021699,13.01894,0.596494729,0.802616993,0.783223545,0.621740201,11.55957984,542.86364,576.1128242,-673.07975,-659.8486,-7.0028393,0.326391712,0.000168613,0.376638262,0.06365338,0.100966277,489.425813,231.147797,567.2256109
110,Ni,CH,58.6934,2,1.880534687,2,1.930154186,13.01894,0.176817539,0.984243648,0.760731959,0.649066165,6.264853578,468.617889,675.540224,-313.99527,-301.45531,-6.3116493,0.31725545,0.000159273,0.364718686,0.073555746,0.048625826,585.938399,308.551165,229.0158473
110,Pd,CH,106.42,2,2.00683373,2,2.033665156,13.01894,0.712921389,0.701243961,0.012763605,0.999918542,11.62047063,443.039733,468.9414594,-309.26897,-296.80451,-6.2361493,0.30771043,0.000163143,0.356327087,0.075981395,0.098189688,562.957613,374.168534,603.3423853
110,Pt,CH,195.08,2,2.059974469,2,2.069741144,13.01894,0.722980245,0.690868703,0.058917809,0.998262837,12.23784048,450.880838,465.0473752,-365.45613,-353.2625,-5.9653193,0.309643768,0.000174248,0.361569697,0.105053352,0.103544405,602.779869,726.613512,644.654721
110,Rh,CH,102.9055,2,2.03183876,2,2.042377797,13.01894,0.122576065,0.992459122,0.741886297,0.670525706,4.312563633,464.843703,807.6570843,-419.76656,-407.15308,-6.3851693,0.301812758,0.000183122,0.356383179,0.07372358,0.042239217,547.745276,341.872165,174.461444
110,V,CH,50.9415,3,1.986050894,1,2.300728783,13.01894,0.20322578,0.979131902,0.999999767,0.000683012,7.670006143,330.694258,430.840589,-559.68356,-546.58636,-6.8688893,0.280553975,0.000220173,0.3461654,0.080921088,0.010116529,669.682168,462.402948,156.5334653
110,W,CH,183.85,3,2.484936466,1,4.38761907,13.01894,0.492949683,0.87005782,0.784976089,0.61952606,11.8939407,583.296006,610.2586317,-802.97387,-789.2681,-7.4774593,0.338896842,0.000160905,0.386846442,0.066947961,0.089867015,520.118973,216.556406,474.9550953
111,Ag,CH,107.868,3,2.121624259,3,4.033181916,13.01894,0.536781993,0.84372098,0.909220578,0.416314714,11.50302681,412.669444,439.0197515,-178.40163,-168.80985,-3.3634693,0.313708527,0.000179313,0.367143798,0.055102942,0.061372822,351.404534,352.702832,375.7025109
111,Al,CH,26.98154,3,1.987852198,3,3.738337073,13.01894,0.493075745,0.869986385,0.898595284,0.438778436,8.054688363,457.112636,581.147894,-237.34438,-225.00988,-6.1061893,0.341988584,0.000130905,0.380998407,0.078704374,0.075247073,474.198706,474.908463,395.62858
111,Au,CH,196.9665,3,2.066710419,3,3.983436406,13.01894,0.455719625,0.890123375,0.908212304,0.41850975,11.85049325,453.642981,475.4816869,-222.05383,-211.42435,-4.4011693,0.361030058,0.000118839,0.396443975,0.076134864,0.057151987,460.410367,458.632102,336.2163314
111,Cu,CH,63.546,3,1.911979013,3,3.609382298,13.01894,0.60592335,0.795523032,0.91537274,0.402607436,11.05862068,547.852945,594.430839,-239.32111,-228.4102,-4.6825993,0.332482844,0.000152679,0.377981098,0.071312875,0.1044388,386.067644,386.403447,582.8450662
111,Ir,CH,192.22,3,2.027815415,3,3.876694284,13.01894,0.618969368,0.785415127,0.915603387,0.402082625,12.32329998,661.943922,680.3705414,-555.49344,-542.65627,-6.6088593,0.368279771,0.000113182,0.402008031,0.084900295,0.130541169,420.343826,421.057861,732.8239773
111,Ni,CH,58.6934,3,1.843721982,3,3.556593683,13.01894,0.623600658,0.781743064,0.916513519,0.400003711,11.00852561,622.243152,676.6800301,-336.96076,-324.5079,-6.2245493,0.350271686,0.000127152,0.388163031,0.081570537,0.124252355,415.978248,417.563864,687.1615811
111,Pd,CH,106.42,3,1.950314346,3,3.796308188,13.01894,0.54333632,0.839515124,0.907665411,0.419694534,11.50582523,553.769493,589.0578571,-331.68763,-319.10613,-6.3531893,0.35844117,0.000110897,0.391488397,0.084909059,0.093916125,467.953738,468.751607,511.9212193
