"Surface","Substrate","Adsorbate","Substrate Mass","NN","mindistance","NN2","NN2min","Adsorbate mass","cos(alpha)","sin(alpha)","NN2cosa","NN2sina","Mr","Zfrequency","frequency_corrected","Energy","Surface_Energy","Egas","Eads","Edisp","SurfaceDisp","EminusDisp","vibGibbs","ZPE","vibEntropy","vibEnthalpy","Gvibxyz","GvibxyzCF","Xfrequency","Yfrequency","HorC","Rotation","High_Frequency","RorIx","RorIy"
"100","W","CCHHHH","183.84999999999999","2","2.1509406139952749","4","3.4152094359339324","28.053760000000004","0.72872522754881508","0.68480620815959881","0.88716870279184545","0.46144522186997877","24.993680962305621","529.515324","560.99496144041882","-782.67808000000002","-748.09073000000001","-31.74383","-2.8435200000000158","-31.05136","-30.18981","-1.981969999999972","1.1009470812399949","1.225847123239102","0.00075217330587792127","1.4018164035911633","0.038657401199042304","0.076852799338200897","354.85629","143.089798","413.9669409321022","519.557918","2992.703019","f","f"
"110","Ag","CCHHHH","107.86799999999999","2","3.1123342177340847","4","4.4525955646906334","28.053760000000004","0.89073185645291875","0.45452916287069728","0.9310541067203385","0.36488114552439221","24.743594526251965","87.847339","93.539006799940879","-185.48804999999999","-153.46929","-31.74383","-0.27492999999998702","-30.41708","-29.90227","0.23988000000001009","","","","","-0.030418572569156602","-0.078855165201962368","149.53907","193.809633","65.822077392257384","918.454016","3146.362246","f","f"
"110","Al","CCHHHH","26.981539999999999","2","2.0596095131656091","4","3.7905042948968495","28.053760000000004","0.88481020983290726","0.46595159896221683","0.89766414839272402","0.44068024313595622","17.195613624890427","370.897219","473.74024085757895","-245.75287","-213.62967","-31.74383","-0.37936999999999799","-9.18688","-8.74346","0.06405000000000527","","","","","0.0046793886836715426","0.076732296295907956","201.975161","118.50161","453.40851365526584","472.739477","3015.009184","f","f"
"110","Au","CCHHHH","196.9665","2","2.185298329733155","4","3.9758318021108598","28.053760000000004","0.86365918552990373","0.50407619587699593","0.90703263218074048","0.42106033315817992","25.734042685833661","297.635663","310.76099100430201","-225.57025999999999","-193.56448","-31.74383","-0.26194999999998814","-42.56586","-41.77801","0.5259000000000249","","","","","0.0084245789026580198","0.013068434491831579","481.575483","63.473337","200.36636242973287","481.575483","3093.385877","f","f"
"110","Cr","CCHHHH","51.996000000000002","2","2.0451390721530101","4","3.3377719520438376","28.053760000000004","0.68708295231524175","0.72657898169281709","0.99999999914759963","4.128923104671101e-05","19.066525478772697","487.403147","591.21859976708686","-599.47695999999996","-565.41385000000002","-31.74383","-2.3192799999999387","-27.34506","-26.74684","-1.721059999999948","","","","","0.047437304814786453","0.090465609348408194","367.045181","212.82248","487.65463759603745","474.102999","2799.561245","f","f"
"110","Cu","CCHHHH","63.545999999999999","2","2.5635206385865366","4","3.8416925196084293","28.053760000000004","0.90379889143186798","0.42795743228331296","0.92630768160259036","0.3767679378663133","22.786787950270369","115.637717","128.30792811062409","-241.75664","-209.59173999999999","-31.74383","-0.42107000000001804","-26.8949","-26.03123","0.4425999999999881","","","","","-0.05355112131506487","-0.047596114836784914","240.729206","36.983479","102.29849969759461","240.729206","3130.267669","f","f/i"
"110","Fe","CCHHHH","55.847000000000001","2","2.0118958819834023","4","3.2212424686568086","28.053760000000004","0.667968452308764","0.74418959057503231","0.9999999822792226","0.00018825927438723629","19.344269030633345","436.830684","526.05664820269146","-513.98127999999997","-461.36889000000002","-31.74383","-20.868559999999949","-20.09366","-18.9447","-19.719599999999947","","","","","0.033817493031707738","0.077521247199053969","358.276203","153.330591","433.70239037951723","438.455562","2799.571464","f","f/i"
"110","Ir","CCHHHH","192.22","2","1.8788683065710294","4","3.9496343726948857","28.053760000000004","0.99970597694034391","0.024247879696015887","0.81521914984538391","0.57915260314132178","26.171496520379307","730.279552","756.08461438432414","-532.43919000000005","-499.84773999999999","-31.74383","-0.84762000000006665","-35.9517","-35.22169","-0.1176100000000524","1.0368299688868445","1.2465336983446287","0.001025365754870228","1.4469762708349359","0.018795957331265711","0.20341423947240156","99.920369","152.758962","1268.9618766408942","730.926095","3037.082257","f","f"
"110","Ni","CCHHHH","58.693399999999997","2","2.0105405869614805","4","3.4264070748461268","28.053760000000004","0.89635455211924131","0.44333792629901897","0.90735651598945155","0.42036193083042644","21.996819846301431","320.222662","361.63266606440385","-334.23126999999999","-301.47663","-31.74383","-1.0108099999999958","-21.85955","-21.03614","-0.18739999999998247","1.1705718679319208","1.3416017132690952","0.00083899086400969231","1.5061682135357977","0.010018249919525948","0.039417404175652773","398.415506","79.835249","292.48092278455641","398.415506","3024.309486","f","f"
"110","Pd","CCHHHH","106.42","2","2.0989359499720912","4","3.615053226093746","28.053760000000004","0.86342046478893475","0.50448498588526847","0.89897228066853374","0.43800552346929938","24.106832676762071","341.846899","368.77129340638214","-329.73696999999999","-296.80342999999999","-31.74383","-1.1897099999999945","-31.48358","-30.748","-0.4541299999999815","1.2272752234552056","1.3697161352959106","0.00073824792555613947","1.5225743936776615","0.022901853396306723","0.033607739268564557","449.105403","103.537685","262.16173684629274","449.105403","3033.510846","f","f"
"110","Pt","CCHHHH","195.08000000000001","2","2.0936468075757824","4","3.5468032817766688","28.053760000000004","0.85746947294653253","0.51453484135167726","0.89153693103938769","0.45294801091612047","25.739351385062374","412.987468","431.15518434033095","-386.68263999999999","-353.25824999999998","-31.74383","-1.6805600000000176","-40.91634","-40.00088","-0.7651000000000288","","","","","0.014552594838095539","0.04264558080442258","247.965231","121.048033","280.00479760661881","538.399742","3023.75593","f","f"
"110","Rh","CCHHHH","102.9055","2","2.1171053110812945","4","3.5357956271070097","28.053760000000004","0.86683926610792339","0.49858769211992848","0.9019620363003763","0.43181533677357814","24.067319731315884","357.10701","385.54941662226179","-440.09935999999999","-407.18306999999999","-31.74383","-1.1724600000000045","-30.10414","-29.38121","-0.44953000000002774","1.1859567153739581","1.3548681342384137","0.00081505384460160441","1.5119782532145998","-0.0019643484725167248","0.037934343011534734","203.654075","95.508221","275.44237790443935","449.890311","3010.028627","f","f"
"110","V","CCHHHH","50.941499999999998","2","2.0906465639818554","4","3.4565699628567192","28.053760000000004","0.67931188302480039","0.73384968868379297","0.99999999192513855","0.00012708155971118002","18.746212900548251","458.977132","561.47421160832096","-580.41317000000004","-546.61310000000003","-31.74383","-2.0562400000000061","-35.22178","-34.28346","-1.117920000000037","","","","","0.015132277160383956","0.084856634065881287","379.63532","65.607588","464.43815571951586","463.070416","2859.386487","f","f"
"110","W","CCHHHH","183.84999999999999","2","2.1907059337899257","4","3.6253702212664751","28.053760000000004","0.66389363680775004","0.74782701141786745","0.99999950042248564","0.00099957730011530107","24.543108933180786","488.125478","521.8698747352538","-822.82392000000004","-789.29791999999998","-31.74383","-1.7821700000000682","-37.21535","-36.28102","-0.8478400000001223","","","","","0.058359296152999202","0.073061388174023079","376.837256","301.158766","407.96182485085251","477.329643","2784.07713","f","f/i"
"111","Ag","CCHHHH","107.86799999999999","2","3.1368207677665088","4","5.5512558438939799","28.053760000000004","0.96699292087875865","0.25480323971717234","0.98076470062627086","0.19519375503704386","24.813073222020257","91.620847","97.420322387247751","-200.84953999999999","-168.80345","-31.74383","-0.30225999999999331","-37.02031","-36.46345","0.25459999999999994","","","","","-0.034268418854007276","-0.071630775612259778","129.24723","186.458037","74.128865987444101","927.324745","3159.153655","f","f"
"111","Al","CCHHHH","26.981539999999999","2","1.9989421248572352","4","4.1538290518064667","28.053760000000004","0.8254078420564136","0.56453688477527708","0.97140372283346266","0.23743379554159785","16.141557376413708","449.744651","592.91007255717705","-256.52670000000001","-225.00801000000001","-31.74383","0.22514000000000678","-11.98866","-11.49661","0.7171900000000164","1.1461593290992653","1.261208867362217","0.00069958033502941729","1.4259914631110322","0.042695313065146262","0.098135190668449349","445.122073","157.090827","539.11390580323496","458.213234","2996.336231","f","f"
"111","Au","CCHHHH","196.9665","2","3.0944975673427471","4","5.52831879369774","28.053760000000004","0.96641744660472784","0.25697727311573282","0.98051484010799239","0.19644502622361806","26.173449794263114","99.342954","102.84948563780227","-243.51832999999999","-211.41916000000001","-31.74383","-0.35533999999998755","-51.23658","-50.56745","0.3137900000000151","","","","","0.03798381226718861","-0.077643145856473333","927.432905","195.088249","64.227183003723141","927.432905","3168.652597","f","f"
"111","Cu","CCHHHH","63.545999999999999","2","2.5560439740108643","4","4.690829887837265","28.053760000000004","0.9741853322015106","0.22574972541164326","0.97674522400645436","0.21440328211242773","22.97134872965432","119.14018","131.66202885155033","-260.66057999999998","-228.39840000000001","-31.74383","-0.51834999999997322","-34.63424","-33.55356","0.5623300000000349","","","","","-0.069564517452307767","-0.036159338371718794","230.196725","20.219394","125.48049883677497","883.271365","3156.034492","f","f/i"
"111","Ir","CCHHHH","192.22","2","2.1575842027514636","4","4.4838407660242883","28.053760000000004","0.96045326115325225","0.27844125617458854","0.97006072082023709","0.24286250826696565","26.043809260373191","433.894608","450.32653581594604","-575.67987000000005","-542.68453999999997","-31.74383","-1.2515000000000818","-45.34145","-44.5041","-0.41415000000007396","1.299271658670595","1.4186084691017657","0.00064541043568010247","1.5574358329426361","0.0093404121796284573","0.044199677259016142","177.611925","132.576681","280.2145270326335","531.307907","3080.192629","f","f"
"111","Ni","CCHHHH","58.693399999999997","2","2.0314319654222817","4","4.251548408440752","28.053760000000004","0.97135166640387516","0.23764667086751892","0.97075482583971728","0.24007304744369021","22.48838166353806","335.625236","374.86167843769709","-357.32339000000002","-324.48469","-31.74383","-1.094870000000018","-27.2405","-26.29284","-0.1472100000000225","1.1485847968107836","1.366173847768692","0.00095948448669905511","1.5323785914904058","","","417.802381","0","360.27031797902498","417.802381","3094.269814","f","0"
"111","Pd","CCHHHH","106.42","2","2.1281793672049591","4","4.5859526480603403","28.053760000000004","0.95522866473509394","0.29586854862997747","0.97128094813969679","0.23793553702810244","24.57498609749906","351.905465","375.98880112138255","-352.06675999999999","-319.10113999999999","-31.74383","-1.2217900000000022","-39.13169","-38.38581","-0.4759100000000096","1.2504694006254997","1.3918728065711092","0.00073066107821398972","1.5427338319110955","0.02352424594670445","0.037452209273242852","452.761445","101.29666","277.01642853918105","452.761445","3089.137081","f","f"
"111","Pt","CCHHHH","195.08000000000001","2","2.1125678811282027","4","4.6014434147926444","28.053760000000004","0.95536501581066868","0.29542797187314662","0.97071853638549288","0.24021973923390724","26.040849762947531","447.088497","464.04645449114759","-416.45468","-383.16091","-31.74383","-1.5499399999999959","-50.78499","-49.86427","-0.6292200000000001","1.306778806268627","1.4264605884973884","0.00064187441734562427","1.5635285732068767","0.0085990666047319753","0.046439796504867917","186.916061","117.580937","285.86094850602717","547.542361","3088.713205","f","f"
"111","Rh","CCHHHH","102.9055","2","2.138387490070377","4","4.4750392042372491","28.053760000000004","0.96092876762168622","0.27679577951455003","0.97049521211205958","0.24112039164609961","24.519114333414748","383.049525","409.73029593809224","-471.69718","-438.82189","-31.74383","-1.1314600000000077","-38.00747","-37.24619","-0.3701799999999942","1.2380344488499995","1.3847986401754475","0.00074636060994338579","1.5365786928273537","-0.0096665493277590248","0.046976106376163909","131.836531","102.321342","309.89632617552485","469.774887","3073.784982","f","f"
"100","Ag","CCHHHHH","107.86799999999999","1","2.2121281380041853","1","4.9230304487931251","29.061700000000005","0.99784025364053486","0.065687352013860403","0.91973954636813671","0.39252919234947875","22.906262980538752","351.889581","396.35997701704486","-200.80454","-165.14913000000001","-34.751018","-0.90439199999998721","-35.81561","-35.20307","-0.29185199999999156","","","","","","","0","52.847126","715.75167600721329","351.889581","3058.509297","f","f"
"100","Al","CCHHHHH","26.981539999999999","1","2.0484304665108901","1","4.4990245927952532","29.061700000000005","0.99137647379366256","0.13104460007357596","0.92028245252865593","0.39125465820593419","13.920837259094874","402.953873","582.21469640401813","-257.50740999999999","-221.15234000000001","-34.751018","-1.6040519999999816","-11.27935","-10.75391","-1.0786119999999855","","","","","","","0","562.226292","1162.5689870808728","1126.135912","3006.64679","f","f"
"100","Au","CCHHHHH","196.9665","1","2.1262707656722495","1","4.8598815523831069","29.061700000000005","0.990590113412392","0.13686207367135908","0.92681617452904808","0.37551535072662623","25.283097599449519","437.491554","469.04557183334612","-242.71626000000001","-206.44663","-34.751018","-1.5186120000000045","-49.65972","-48.88768","-0.7465720000000147","","","","","","","0","53.122034","470.47566809100806","1116.405526","3062.97392","f","f/i"
"100","Cr","CCHHHHH","51.996000000000002","1","2.2328437946310324","1","3.7277921072048259","29.061700000000005","0.90779452380329662","0.41941519113254078","0.92353739731961237","0.38350837768178736","17.627488309817778","","","-586.29463999999996","-546.47936000000004","-34.751018","-5.0642619999999141","-23.8863","-22.06991","-3.2478719999999086","0","0","0","0","","","0","0","0.0","0","nan","0","0"
"100","Cu","CCHHHHH","63.545999999999999","1","2.0128915939032495","1","4.2653423804741291","29.061700000000005","0.99713675397737866","0.075619401395781966","0.92430109629784696","0.38166409758136577","19.964260338204078","403.930566","487.34959947715322","-259.41636999999997","-223.28368","-34.751018","-1.3816719999999663","-32.86568","-31.90934","-0.42533199999996896","","","","","","","0","0","996.42672513691571","187.872468","3045.908764","f","f"
"100","Ir","CCHHHHH","192.22","1","2.1362683777697478","1","4.4539814393270829","29.061700000000005","0.99899984499177485","0.044713641166981781","0.91146484144433615","0.41137798046425766","25.271238725923549","448.080389","480.51082856000562","-563.23509000000001","-526.33329000000003","-34.751018","-2.1507819999999782","-43.41435","-42.59967","-1.3361019999999684","","","","","","","0","0","826.53665502771378","1123.070924","3039.084305","f","f"
"100","Ni","CCHHHHH","58.693399999999997","1","1.9670931090837263","1","4.0989087509722237","29.061700000000005","0.99655513436950705","0.082932889505754601","0.9223899728415017","0.38625993579641887","19.459153405835671","418.778989","511.78013066190306","-354.01316000000003","-317.52080999999998","-34.751018","-1.7413320000000425","-26.20408","-25.32211","-0.8593620000000612","","","","","","","0","22.171243","1026.8314603818758","195.942775","3034.427127","f","f"
"100","Pd","CCHHHHH","106.42","1","2.0584025692249948","1","4.5997764294510777","29.061700000000005","0.99826274260188685","0.058919408796755599","0.91570351719489684","0.40185453661355558","22.843448658608711","437.157754","493.08053534933407","-349.80572000000001","-313.27465999999998","-34.751018","-1.780042000000023","-37.78551","-37.0906","-1.085132000000037","","","","","","","0","64.147016","944.27840828086414","195.560359","3039.98214","f","f"
"100","Pt","CCHHHHH","195.08000000000001","1","2.0728029692144467","1","4.6974249027093231","29.061700000000005","0.99854439424927544","0.053936005722962692","0.92018702069971015","0.39147905044304915","25.304403663708939","487.853245","522.81934931119099","-410.13859000000002","-373.14803000000001","-34.751018","-2.2395420000000144","-49.13683","-48.2886","-1.391311999999985","","","","","","","0","0","814.99608365192569","1129.55365","3042.543928","f","0"
"100","Rh","CCHHHHH","102.9055","1","2.0995090354136314","1","4.4184639888298261","29.061700000000005","0.99860979566923824","0.052711251108679441","0.91290943861684781","0.40816216983482395","22.69503914033238","423.073149","478.75189128509754","-464.59627999999998","-428.00013999999999","-34.751018","-1.8451219999999893","-36.33016","-35.57768","-1.092642000000012","","","","","","","0","0","981.34296038199443","192.971021","3030.040057","f","f"
"100","V","CCHHHHH","50.941499999999998","1","2.2031136981704749","1","3.8076561241829747","29.061700000000005","0.80095080854458678","0.59873015816123087","0.92104829051637827","0.38944838751348976","15.719680989212611","422.585864","574.58410638491193","-564.31442000000004","-526.71874000000003","-34.751018","-2.8446620000000138","-29.2164","-28.42703","-2.0552919999999943","1.469805700744117","1.6393095162381686","0.00084889944907577002","1.809365480374425","","","56.883371","0","522.68468625967648","422.585864","3041.307598","f","f"
"100","W","CCHHHHH","183.84999999999999","1","2.1606564648399629","1","4.1253380765379868","29.061700000000005","0.98614663724486773","0.16587588688727198","0.88334092079012183","0.46873107178600826","25.05425316955888","472.571151","508.96390353636122","-786.19653000000005","-748.09073000000001","-34.751018","-3.3547820000000428","-31.02656","-30.18981","-2.5180320000000265","1.4161870770504197","1.6438146319476168","0.0010487991673907579","1.8357067440067227","","","108.420888","0","483.8040800187087","1124.689576","3009.02174","f","f"
"110","Ag","CCHHHHH","107.86799999999999","1","2.1927327877908604","1","4.3759289733866664","29.061700000000005","0.99291185856597453","0.1188530231801538","0.85168684890160429","0.52405105801634988","22.87994333515881","364.890873","411.2406490265729","-189.36044999999999","-153.46929","-34.751018","-1.1401419999999831","-30.48308","-29.90227","-0.5593319999999835","1.3758237647999607","1.6699092963369782","0.0012204687273463797","1.8640112557385127","","","0","0","557.83689299921934","364.890873","3038.544695","0","0"
"110","Al","CCHHHHH","26.981539999999999","1","2.0197851034233669","1","4.2155174098857877","29.061700000000005","0.99805035001274112","0.062413931453199949","0.83498181757271195","0.55027753390718281","14.023633821630272","428.61818","617.02223413712397","-250.15727999999999","-213.62967","-34.751018","-1.7765919999999795","-9.18267","-8.74346","-1.3373819999999768","1.4287392487123975","1.6848134042082052","0.0011041986277835179","1.8704186998258048","","","0","579.185628","1780.0619311123176","428.61818","3004.676304","0","f"
"110","Au","CCHHHHH","196.9665","1","2.1181750984900782","1","4.4037528082947652","29.061700000000005","0.99694559642153058","0.078099153489130477","0.84420366216841247","0.53602255249330766","25.333576406589003","450.782709","482.81361066663851","-229.79204999999999","-193.56448","-34.751018","-1.4765519999999839","-42.12072","-41.77801","-1.13384199999998","","","","","","","0","71.201","626.57222811389488","1100.158826","3064.599136","f/i","f"
"110","Cr","CCHHHHH","51.996000000000002","1","2.1855357823651267","1","3.7458011018894295","29.061700000000005","0.76778489362128821","0.64070770022448376","0.98428949749672801","0.17656212820885081","15.355851579216715","397.737301","547.16697499877091","-604.47931000000005","-565.41385000000002","-34.751018","-4.3144420000000281","-27.25202","-26.74684","-3.809262000000011","1.5085964610060285","1.6333718985973473","0.0007021839901532336","1.7894700570673219","","","0","125.386586","488.60351328387844","397.737301","3061.304905","f","f"
"110","Cu","CCHHHHH","63.545999999999999","1","2.00290516249592","1","3.7539068979944292","29.061700000000005","0.97576585357405243","0.21881727308167637","0.86574954240037527","0.50047750182554751","19.743562401394943","413.305251","501.43965071873851","-245.97734","-209.59173999999999","-34.751018","-1.6345820000000089","-26.89698","-26.03123","-0.7688319999999962","","","","","-0.030691626970843544","0.10275577458179921","89.159697","61.436956","618.7590855987828","413.305251","3005.330235","f","f/i"
"110","Fe","CCHHHHH","55.847000000000001","1","2.1858553707805708","1","3.7850516867596009","29.061700000000005","0.77780929364223528","0.62850036016200272","0.98393522644168852","0.17852582493057739","16.02391025990682","314.705226","423.81879316536134","-526.69763","-461.36889000000002","-34.751018","-30.57772199999998","-19.86395","-18.9447","-29.65847199999999","1.4376950808383018","1.6169097422173924","0.000899520388346609","1.7975032361769454","","","0","0","376.56919226202376","314.705226","3065.116393","f","0"
"110","Ir","CCHHHHH","192.22","1","2.0941259907682737","1","4.1324141135819845","29.061700000000005","0.99983373180098256","0.018234822536039259","0.82747903908539522","0.56149660717969718","25.281268864250293","479.992736","514.63075775474761","-537.05897000000004","-499.84773999999999","-34.751018","-2.4602120000000554","-35.96897","-35.22169","-1.7129320000000448","","","","","","","0","91.717286","1381.9680453477401","479.992736","3005.028341","f","f"
"110","Ni","CCHHHHH","58.693399999999997","1","1.9662733483021078","1","3.6821182180349861","29.061700000000005","0.96864999177796984","0.24842945362524749","0.86863258046754488","0.49545679947932303","19.141287975054805","","","-338.10372000000001","-301.47663","-34.751018","-1.8760720000000077","-21.79973","-21.03614","-1.112482","0","0","0","0","","","0","0","0.0","0","nan","0","0"
"110","Pd","CCHHHHH","106.42","1","2.0489857510134142","1","4.0862472653055111","29.061700000000005","0.99827013035938028","0.058794105421085666","0.83109940138173444","0.55612389359109793","22.863554277705159","446.163302","503.01678925441047","-333.47352999999998","-296.80342999999999","-34.751018","-1.9190819999999889","-31.43402","-30.748","-1.233062000000018","","","","","","","0","576.217958","964.31791486772681","192.52473","3035.846792","f","f"
"110","Pt","CCHHHHH","195.08000000000001","1","2.0686239895315826","1","4.1156455159192813","29.061700000000005","0.99977637447135914","0.021147128620798462","0.81654999319338883","0.57727472542618441","25.326557362356507","490.268889","525.17828743063842","-390.51022","-353.25824999999998","-34.751018","-2.5009520000000265","-40.84229","-40.00088","-1.6595420000000374","","","","","","","0","93.378358","1301.4931499765332","1134.009963","3023.303173","f","f"
"110","Rh","CCHHHHH","102.9055","1","2.0728797056331256","1","4.0371309706443572","29.061700000000005","0.9980357421901811","0.062647085414201512","0.84548796753026945","0.53399447259455213","22.706034582005092","443.986908","502.29635226594689","-443.9051","-407.18306999999999","-34.751018","-1.971012000000016","-30.04867","-29.38121","-1.3035519999999963","","","","","","","0","551.605962","945.53876123112013","183.766833","3024.944295","f","f"
"110","V","CCHHHHH","50.941499999999998","1","2.2300207724424181","1","3.7430403229297231","29.061700000000005","0.6917292594212936","0.7221569300785452","0.98323619255554962","0.18233647372060782","13.855112783187591","420.637043","609.20434297085342","-584.19617000000005","-546.61310000000003","-34.751018","-2.8320520000000187","-35.24908","-34.28346","-1.8664319999999677","1.4817135075148422","1.6330464011660482","0.00079173141556941021","1.7984060737426062","","","0","271.580962","530.75793237591665","420.637043","3062.383953","f","f"
"110","W","CCHHHHH","183.84999999999999","1","2.3025435772719933","1","3.9728055157010633","29.061700000000005","0.75113464639457539","0.66014903089052257","0.98150733753134323","0.19142451873292979","22.996432408674387","383.845097","431.5054368815359","-826.56907000000001","-789.29791999999998","-34.751018","-2.5201320000000322","-37.27117","-36.28102","-1.5299820000000466","1.5051941816113086","1.6292130038427086","0.00070181153582533733","1.7859187959414435","","","0","137.494877","332.08546047770574","1388.505676","3067.050905","f","f"
"111","Ag","CCHHHHH","107.86799999999999","1","2.2205162961671627","1","5.0668312692943216","29.061700000000005","0.9981397882964822","0.06096690101566455","0.94899488172399438","0.31529147540278024","22.906394412348721","346.661797","390.47040638998294","-204.38248999999999","-168.80345","-34.751018","-0.82802199999999004","-37.12615","-36.46345","-0.1653219999999962","","","","","","","0","23.298276","731.43872076197954","346.661797","3074.561316","0","f"
